order_number,order_date,total_amount,vendor,destination_dc_code
PO-2023-000373,2023-10-28,125.21,IBM,DC-US003
PO-2023-000374,2023-02-24,109393.53,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-000375,2023-07-20,76318.39,Arista Networks,DC-US001
PO-2023-000376,2023-06-11,736312.28,Supermicro,DC-IE001
PO-2023-000377,2023-01-04,56201.61,Super Micro Computer,DC-US003
PO-2023-000378,2023-06-28,138637.18,Lenovo,DC-JP001
PO-2023-000379,2023-10-24,1064425.2,Super Micro Computer,DC-US015
PO-2023-000380,2023-11-10,658896.7,Dell Technologies,DC-CA001
PO-2023-000381,2023-06-01,37736.68,HPE (Hewlett Packard Enterprise),DC-US017
PO-2023-000382,2023-09-27,14228.73,Juniper Networks,DC-UK001
PO-2023-000383,2023-10-28,499466.04,Dell Technologies,DC-US011
PO-2023-000384,2023-12-26,1076099.19,Dell Technologies,DC-BR003
PO-2023-000385,2023-12-08,700464.26,Super Micro Computer,DC-IE003
PO-2023-000386,2023-07-22,4426.91,Cisco Systems,DC-IE006
PO-2023-000387,2023-10-13,782217.55,Dell Technologies,DC-US009
PO-2023-000388,2023-03-09,165961.58,Dell Technologies,DC-US007
PO-2023-000389,2023-12-12,734529.88,Cisco Systems,DC-UK001
PO-2023-001753,2023-10-19,3810.23,Cisco Systems,DC-BR001
PO-2023-000391,2023-04-01,146044.94,Cisco Systems,DC-NL002
PO-2023-000392,2023-04-12,193.8,Super Micro Computer,DC-UK002
PO-2023-000393,2023-12-28,54868.09,Cisco Systems,DC-UK001
PO-2023-000394,2023-12-20,86198.66,Dell Technologies,DC-AU001
PO-2023-000395,2023-01-06,720471.1,Lenovo,DC-IE001
PO-2023-000396,2023-11-07,167823.66,Cisco Systems,DC-SG002
PO-2023-000397,2023-03-08,166169.84,Dell Technologies,DC-IE001
PO-2023-000398,2023-09-17,354230.41,Super Micro Computer,DC-US006
PO-2023-000399,2023-10-16,15903.2,Schneider Electric,DC-FR001
PO-2023-000400,2023-08-04,102934.04,Dell Technologies,DC-US015
PO-2023-000401,2023-12-19,28.61,Vertiv,DC-US003
PO-2023-000402,2023-12-12,12921.1,Eaton Corporation,DC-DE001
PO-2023-000403,2023-04-07,7762.67,Schneider Electric,DC-BR001
PO-2023-000404,2023-05-24,580074.62,Cisco Systems,DC-CA001
PO-2023-000405,2023-06-18,550789.93,Cisco Systems,DC-NL001
PO-2023-000406,2023-09-09,479590.67,Lenovo,DC-JP001
PO-2023-000407,2023-03-13,2489.52,Cisco Systems,DC-US007
PO-2023-000408,2023-04-03,92307.35,Dell Technologies,DC-CA001
PO-2023-000409,2023-01-07,281759.87,Super Micro Computer,DC-IE001
PO-2023-000410,2023-11-17,116620.28,Cisco Systems,DC-NL002
PO-2023-000411,2023-09-07,15462.7,Schneider Electric,DC-US004
PO-2023-000412,2023-09-17,46992.61,IBM,DC-US007
PO-2023-000413,2023-10-02,1543590.44,Super Micro Computer,DC-BR004
PO-2023-000414,2023-10-17,323236.02,Dell Technologies,DC-BR001
PO-2023-000415,2023-12-26,694170.83,Super Micro Computer,DC-NL003
PO-2023-000416,2023-11-06,94942.71,HPE (Hewlett Packard Enterprise),DC-US005
PO-2023-000417,2023-09-15,8553.87,Dell Technologies,DC-US002
PO-2023-000418,2023-07-20,420856.08,Cisco Systems,DC-IE006
PO-2023-000419,2023-04-02,74151.96,NetApp,DC-US002
PO-2023-000420,2023-08-10,16294.42,NetApp,DC-UK001
PO-2023-000421,2023-06-18,70000.98,Vertiv,DC-US001
PO-2023-000422,2023-12-14,335.74,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-000423,2023-05-27,90307.73,Lenovo,DC-FR001
PO-2023-000424,2023-04-17,3439.12,Dell Technologies,DC-BR001
PO-2023-000425,2023-01-10,579275.07,Cisco Systems,DC-IE004
PO-2023-000426,2023-02-22,1109450.79,HPE (Hewlett Packard Enterprise),DC-IE004
PO-2023-000427,2023-10-17,1132216.45,Dell Technologies,DC-UK002
PO-2023-000428,2023-01-28,1578672.16,Lenovo,DC-US004
PO-2023-000429,2023-11-28,677911.59,Lenovo,DC-CA001
PO-2023-000430,2023-05-01,156840.19,Lenovo,DC-IE001
PO-2023-000431,2023-02-20,4730.14,Lenovo,DC-US010
PO-2023-000432,2023-01-21,156480.14,Lenovo,DC-CA001
PO-2023-000433,2023-01-08,4727270.03,Dell Technologies,DC-CA001
PO-2023-000434,2023-07-10,364204.88,Dell Technologies,DC-CA001
PO-2023-000435,2023-11-12,93185.45,IBM,DC-IE003
PO-2023-000436,2023-11-04,505917.89,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-000437,2023-10-28,223803.78,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-000438,2023-11-22,275392.45,Dell Technologies,DC-US003
PO-2023-000439,2023-02-04,683991.55,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-000440,2023-12-14,415598.09,Dell Technologies,DC-IE003
PO-2023-000441,2023-09-01,118081.61,Super Micro Computer,DC-US003
PO-2023-000442,2023-12-25,138626.96,Cisco Systems,DC-JP001
PO-2023-000443,2023-12-22,278207.52,Dell Technologies,DC-JP001
PO-2023-000444,2023-03-02,210208.07,HP Enterprise,DC-NL001
PO-2023-000445,2023-12-18,188339.41,HP Enterprise,DC-US016
PO-2023-000446,2023-06-15,314157.07,Cisco Systems,DC-DE001
PO-2023-000447,2023-10-01,260566.79,HP Enterprise,DC-FR001
PO-2023-000448,2023-06-19,159054.07,Dell Technologies,DC-JP001
PO-2023-000449,2023-05-28,62673.48,Cisco Systems,DC-US002
PO-2023-000450,2023-07-22,258514.87,Cisco Systems,DC-DE003
PO-2023-000451,2023-06-02,852204.81,Dell Technologies,DC-NL001
PO-2023-000452,2023-10-05,168995.48,HPE (Hewlett Packard Enterprise),DC-NL002
PO-2023-000453,2023-12-25,109551.67,HPE (Hewlett Packard Enterprise),DC-AU001
PO-2023-000374,2023-08-22,10307.0,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-000455,2023-07-12,571495.86,Cisco Systems,DC-US015
PO-2023-000456,2023-11-19,73616.73,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-000457,2023-09-07,145932.88,Dell Technologies,DC-UK001
PO-2023-000458,2023-11-15,186100.51,Super Micro Computer,DC-BR001
PO-2023-000459,2023-12-01,259295.38,Cisco Systems,DC-BR001
PO-2023-000460,2023-10-11,167093.35,Cisco Systems,DC-US002
PO-2023-000461,2023-07-11,171884.73,Cisco Systems,DC-IE001
PO-2023-000462,2023-05-22,216282.93,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-000463,2023-08-24,148940.58,Dell Technologies,DC-US011
PO-2023-000464,2023-09-08,9131.08,Dell Technologies,DC-DE001
PO-2023-000465,2023-10-17,23222.5,Dell Technologies,DC-BR001
PO-2023-000466,2023-10-01,196577.53,Super Micro Computer,DC-US001
PO-2023-000467,2023-12-20,14144.75,Juniper Networks,DC-JP001
PO-2023-000468,2023-12-03,30610.95,Dell Technologies,DC-US002
PO-2023-000469,2023-02-22,241772.17,Cisco Systems,DC-JP001
PO-2023-000470,2023-10-17,6232.02,Juniper Networks,DC-US003
PO-2023-000471,2023-04-09,2972.7,IBM,DC-UK002
PO-2023-000472,2023-12-07,1324306.47,Dell Technologies,DC-SG001
PO-2023-000473,2023-10-19,90010.31,Lenovo,DC-FR001
PO-2023-000474,2023-04-11,951139.86,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-000475,2023-04-06,70784.89,Cisco Systems,DC-US006
PO-2023-000476,2023-02-24,70374.4,NetApp,DC-IE002
PO-2023-000477,2023-11-06,881889.32,Super Micro Computer,DC-JP002
PO-2023-000478,2023-11-28,273151.73,Cisco Systems,DC-CA001
PO-2023-000479,2023-06-08,2020.35,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-000480,2023-09-12,14284.03,Schneider Electric,DC-NL004
PO-2023-000481,2023-03-09,128010.12,Dell Technologies,DC-US004
PO-2023-000482,2023-11-21,916446.8,Lenovo,DC-JP001
PO-2023-000483,2023-10-01,128810.07,Super Micro Computer,DC-JP001
PO-2023-000484,2023-03-24,510663.3,HPE (Hewlett Packard Enterprise),DC-SG003
PO-2023-000485,2023-09-21,1726450.2,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-000486,2023-11-15,444373.14,Cisco Systems,DC-IE001
PO-2023-000487,2023-11-09,249958.56,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-000488,2023-11-14,240262.25,Supermicro,DC-IE002
PO-2023-000489,2023-12-25,198853.95,Lenovo,DC-SG003
PO-2023-000490,2023-03-15,75635.87,Schneider Electric,DC-IN002
PO-2023-000491,2023-10-11,2259.75,Lenovo,DC-AU003
PO-2023-000492,2023-10-13,54817.87,Super Micro Computer,DC-JP001
PO-2023-000493,2023-06-23,2538.48,HP Enterprise,DC-JP001
PO-2023-000494,2023-11-17,826788.39,Cisco Systems,DC-DE001
PO-2023-000495,2023-03-09,12943.03,Juniper Networks,DC-AU002
PO-2023-000496,2023-05-19,352045.64,Cisco Systems,DC-US010
PO-2023-000497,2023-11-08,25196.67,Dell Technologies,DC-US003
PO-2023-000498,2023-12-14,61784.53,Arista Networks,DC-US001
PO-2023-000499,2023-09-02,299624.95,Dell Technologies,DC-US006
PO-2023-000500,2023-12-21,105305.0,Dell Technologies,DC-IE006
PO-2023-000501,2023-11-23,10754.12,HPE (Hewlett Packard Enterprise),DC-US005
PO-2023-000502,2023-08-10,21258.23,Pure Storage,DC-US011
PO-2023-001933,2023-11-18,121266.8,Dell Technologies,DC-JP001
PO-2023-000504,2023-07-03,85038.08,Cisco Systems,DC-US003
PO-2023-000505,2023-12-27,475495.78,Dell Technologies,DC-US001
PO-2023-000506,2023-07-24,30843.21,Pure Storage,DC-US003
PO-2023-000507,2023-10-14,11766.35,Cisco Systems,DC-NL004
PO-2023-000539,2023-10-25,1325221.91,Dell Technologies,DC-BR001
PO-2023-000509,2023-07-06,6447.17,Arista Networks,DC-US013
PO-2023-000510,2023-09-22,447029.46,Lenovo,DC-AU004
PO-2023-000511,2023-10-21,350956.77,Cisco Systems,DC-UK001
PO-2023-000512,2023-02-03,163231.07,Dell Technologies,DC-JP001
PO-2023-000513,2023-05-12,168050.53,Cisco Systems,DC-US004
PO-2023-000514,2023-07-24,194953.3,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-000515,2023-02-06,764319.3,Cisco Systems,DC-NL001
PO-2023-000516,2023-10-02,1088526.27,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-000517,2023-12-03,426669.62,Lenovo,DC-US003
PO-2023-000518,2023-06-10,461120.5,Cisco Systems,DC-BR001
PO-2023-000519,2023-04-11,273240.38,Cisco Systems,DC-US017
PO-2023-000520,2023-08-03,74.71,HPE (Hewlett Packard Enterprise),DC-US006
PO-2023-000521,2023-08-11,43108.24,Dell Technologies,DC-BR002
PO-2023-000522,2023-09-17,15886.09,Vertiv,DC-CA001
PO-2023-000523,2023-04-20,169.98,Super Micro Computer,DC-US002
PO-2023-000524,2023-07-24,36536.81,Schneider Electric,DC-JP001
PO-2023-000525,2023-11-13,681613.38,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-000526,2023-03-24,1161.3,HP Enterprise,DC-JP002
PO-2023-000527,2023-07-23,728488.92,Cisco Systems,DC-US003
PO-2023-000528,2023-08-04,68245.82,Supermicro,DC-IE003
PO-2023-000529,2023-10-27,263972.74,Cisco Systems,DC-US003
PO-2023-000530,2023-05-27,75183.13,Cisco Systems,DC-US002
PO-2023-000531,2023-12-02,342579.13,Dell Technologies,DC-US016
PO-2023-000532,2023-12-08,143115.17,Lenovo,DC-US013
PO-2023-000533,2023-02-21,121093.48,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-000534,2023-12-17,202481.23,HP Enterprise,DC-UK001
PO-2023-000535,2023-09-27,171003.34,Dell Technologies,DC-BR004
PO-2023-000536,2023-10-09,206645.21,Cisco Systems,DC-US001
PO-2023-000537,2023-11-18,139149.14,Dell Technologies,DC-DE002
PO-2023-000538,2023-10-19,998436.11,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-000539,2023-09-03,40072.28,Dell Technologies,DC-IE001
PO-2023-000540,2023-11-19,2588162.09,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-000541,2023-11-28,245562.34,Cisco Systems,DC-US002
PO-2023-000542,2023-10-15,628231.51,HPE (Hewlett Packard Enterprise),DC-SG003
PO-2023-000543,2023-10-03,2029953.4,Super Micro Computer,DC-JP001
PO-2023-000544,2023-05-15,111691.27,HPE (Hewlett Packard Enterprise),DC-SG003
PO-2023-000545,2023-10-14,51363.83,Pure Storage,DC-IE003
PO-2023-000546,2023-10-08,163203.53,Dell Technologies,DC-JP001
PO-2023-000547,2023-11-14,286318.26,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-000548,2023-10-28,8799.87,Arista Networks,DC-JP001
PO-2023-000549,2023-09-08,97436.71,Eaton Corporation,DC-CA001
PO-2023-000550,2023-02-03,198417.88,Dell Technologies,DC-JP001
PO-2023-000551,2023-09-09,326176.15,Cisco Systems,DC-US014
PO-2023-000552,2023-03-17,297776.78,HP Enterprise,DC-CA001
PO-2023-000553,2023-09-20,50498.74,NetApp,DC-IE005
PO-2023-000554,2023-12-03,502086.01,Dell Technologies,DC-UK002
PO-2023-000555,2023-02-27,27577.08,Cisco Systems,DC-DE001
PO-2023-000556,2023-10-22,232513.91,Cisco Systems,DC-JP001
PO-2023-000557,2023-03-14,290047.59,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-000558,2023-10-09,155466.07,HPE (Hewlett Packard Enterprise),DC-IN002
PO-2023-000559,2023-08-17,92392.59,Super Micro Computer,DC-AU002
PO-2023-000560,2023-11-18,2041370.44,Cisco Systems,DC-US005
PO-2023-000561,2023-03-02,187483.24,Lenovo,DC-US014
PO-2023-000562,2023-01-24,1988.99,HPE (Hewlett Packard Enterprise),DC-IE003
PO-2023-000563,2023-02-26,542021.93,Cisco Systems,DC-BR001
PO-2023-000564,2023-10-06,218665.4,Dell Technologies,DC-DE001
PO-2023-000565,2023-04-02,53974.46,Super Micro Computer,DC-IE006
PO-2023-000566,2023-11-03,99512.01,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-000567,2023-10-27,6063461.0,Dell Technologies,DC-CA001
PO-2023-000568,2023-08-14,275411.57,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-000569,2023-11-02,543178.31,Cisco Systems,DC-DE001
PO-2023-000570,2023-06-14,44193.96,Cisco Systems,DC-BR002
PO-2023-000571,2023-01-04,46719.49,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-000572,2023-04-03,29294.89,Dell Technologies,DC-UK001
PO-2023-000573,2023-05-27,492483.39,Dell Technologies,DC-US005
PO-2023-000574,2023-04-12,16052.78,Lenovo,DC-US003
PO-2023-000575,2023-12-20,981.3,HPE (Hewlett Packard Enterprise),DC-IN003
PO-2023-000576,2023-04-28,665196.46,Dell Technologies,DC-US002
PO-2023-000577,2023-01-08,166171.17,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-000578,2023-10-07,84812.94,Dell Technologies,DC-SG003
PO-2023-000579,2023-01-08,1151.1,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-003020,2023-12-19,392851.8,Cisco Systems,DC-DE001
PO-2023-000581,2023-07-05,287396.95,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-000582,2023-12-06,256194.96,Dell Technologies,DC-AU003
PO-2023-000583,2023-10-24,252392.71,Dell Technologies,DC-NL004
PO-2023-000584,2023-09-12,10017.83,IBM,DC-BR001
PO-2023-000003,2023-06-26,19697.01,Pure Storage,DC-US006
PO-2023-000586,2023-11-12,40644.03,Arista Networks,DC-DE001
PO-2023-000587,2023-03-26,456422.81,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-000588,2023-09-16,288469.41,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-000589,2023-10-06,1799228.98,HPE (Hewlett Packard Enterprise),DC-IE004
PO-2023-000590,2023-07-14,18653.65,Pure Storage,DC-AU001
PO-2023-000591,2023-08-03,35271.33,Cisco Systems,DC-US010
PO-2023-000592,2023-05-01,261.4,Juniper Networks,DC-JP001
PO-2023-000593,2023-01-10,151199.67,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-000594,2023-08-01,1744788.9,Dell Technologies,DC-DE003
PO-2023-000595,2023-04-28,85072.34,Cisco Systems,DC-IE001
PO-2023-000596,2023-02-04,331683.31,Cisco Systems,DC-CA001
PO-2023-000597,2023-12-26,672774.36,HPE (Hewlett Packard Enterprise),DC-US009
PO-2023-000598,2023-08-19,98191.49,Dell Technologies,DC-BR001
PO-2023-000599,2023-12-26,130695.91,Dell Technologies,DC-JP001
PO-2023-000600,2023-10-15,255178.28,Dell Technologies,DC-FR001
PO-2023-000601,2023-03-12,186026.16,Dell Technologies,DC-NL002
PO-2023-000602,2023-05-12,216976.26,Lenovo,DC-DE003
PO-2023-000603,2023-04-26,255134.53,HPE (Hewlett Packard Enterprise),DC-IN001
PO-2023-000604,2023-02-27,134034.54,Lenovo,DC-US003
PO-2023-000605,2023-12-02,1847938.44,Cisco Systems,DC-DE001
PO-2023-000606,2023-07-22,73183.15,Lenovo,DC-US001
PO-2023-000607,2023-09-28,1300849.84,Dell Technologies,DC-US002
PO-2023-000608,2023-07-09,153556.48,Dell Technologies,DC-UK001
PO-2023-000609,2023-01-02,99190.16,Dell Technologies,DC-UK001
PO-2023-000610,2023-12-24,355841.51,Cisco Systems,DC-US008
PO-2023-000611,2023-08-19,242949.93,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-000612,2023-11-16,578596.04,Dell Technologies,DC-BR001
PO-2023-000613,2023-06-16,127884.23,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-000614,2023-05-01,162290.66,Dell Technologies,DC-UK001
PO-2023-000615,2023-12-05,595369.91,Dell Technologies,DC-CA001
PO-2023-000616,2023-02-14,1165198.91,Cisco Systems,DC-NL001
PO-2023-000617,2023-12-02,6216720.68,Dell Technologies,DC-IE006
PO-2023-000618,2023-03-16,10753.42,Cisco Systems,DC-CA001
PO-2023-000619,2023-09-20,136712.69,Lenovo,DC-AU002
PO-2023-000620,2023-12-18,34026.01,Lenovo,DC-US001
PO-2023-000621,2023-01-19,139334.62,Dell Technologies,DC-IE001
PO-2023-002278,2023-09-18,18244.04,Vertiv,DC-US001
PO-2023-000623,2023-09-25,23348.31,Juniper Networks,DC-US008
PO-2023-000624,2023-03-02,523774.21,Supermicro,DC-BR001
PO-2023-000625,2023-12-04,322201.63,Lenovo,DC-CA001
PO-2023-000626,2023-03-19,163722.38,Super Micro Computer,DC-JP002
PO-2023-000627,2023-07-10,1523476.79,Lenovo,DC-NL001
PO-2023-000628,2023-12-26,67928.09,Schneider Electric,DC-IN001
PO-2023-000629,2023-10-09,117112.17,Dell Technologies,DC-DE001
PO-2023-000630,2023-12-06,483944.59,Super Micro Computer,DC-US004
PO-2023-000631,2023-02-20,15505.46,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-000632,2023-08-23,33581.91,Dell Technologies,DC-DE001
PO-2023-000633,2023-12-14,1607608.71,Lenovo,DC-IE001
PO-2023-000634,2023-12-19,433040.92,HPE (Hewlett Packard Enterprise),DC-US004
PO-2023-000635,2023-12-15,19403.9,Cisco Systems,DC-IE002
PO-2023-000636,2023-07-08,34011.46,Pure Storage,DC-JP001
PO-2023-000637,2023-10-18,316015.27,Dell Technologies,DC-US001
PO-2023-000638,2023-02-23,93864.32,Cisco Systems,DC-UK001
PO-2023-000639,2023-10-06,6508.82,Super Micro Computer,DC-AU004
PO-2023-000640,2023-02-06,166734.01,Super Micro Computer,DC-DE001
PO-2023-000641,2023-01-07,185591.14,Dell Technologies,DC-DE002
PO-2023-000642,2023-12-28,188184.51,Super Micro Computer,DC-IN003
PO-2023-000643,2023-11-21,186530.38,Cisco Systems,DC-US003
PO-2023-000644,2023-04-17,95642.23,Eaton Corporation,DC-DE001
PO-2023-000645,2023-01-21,461232.26,Lenovo,DC-US013
PO-2023-000646,2023-04-17,10168.82,Eaton Corporation,DC-BR001
PO-2023-000647,2023-11-10,559046.47,HP Enterprise,DC-JP001
PO-2023-000648,2023-02-26,87362.73,Vertiv,DC-US003
PO-2023-000649,2023-10-22,108360.71,Cisco Systems,DC-IE004
PO-2023-000650,2023-09-20,102168.2,Cisco Systems,DC-BR001
PO-2023-000651,2023-05-14,72600.39,NetApp,DC-US002
PO-2023-000652,2023-10-18,2150450.14,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-000653,2023-11-21,53062.71,Cisco Systems,DC-IE001
PO-2023-001205,2023-07-26,1128486.91,Dell Technologies,DC-AU004
PO-2023-000655,2023-07-07,87483.74,Juniper Networks,DC-UK002
PO-2023-000656,2023-09-26,104137.25,Dell Technologies,DC-US002
PO-2023-000657,2023-10-17,64882.44,Super Micro Computer,DC-NL001
PO-2023-000658,2023-10-05,832968.73,Cisco Systems,DC-US017
PO-2023-000659,2023-12-03,102397.88,Dell Technologies,DC-US009
PO-2023-000660,2023-09-26,12789.48,Lenovo,DC-BR001
PO-2023-000661,2023-10-24,139490.67,Cisco Systems,DC-UK001
PO-2023-000662,2023-01-22,2098894.88,Cisco Systems,DC-US003
PO-2023-000663,2023-09-02,40738.79,Dell Technologies,DC-CA001
PO-2023-000664,2023-09-12,48027.56,HPE (Hewlett Packard Enterprise),DC-US012
PO-2023-000665,2023-12-12,4615405.59,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-000666,2023-04-28,329.51,Dell Technologies,DC-BR004
PO-2023-000667,2023-05-26,63931.99,HPE (Hewlett Packard Enterprise),DC-US008
PO-2023-000668,2023-10-11,214322.26,Cisco Systems,DC-BR002
PO-2023-000669,2023-08-27,2761819.78,Cisco Systems,DC-DE003
PO-2023-000670,2023-03-28,1930.44,HPE (Hewlett Packard Enterprise),DC-US006
PO-2023-000671,2023-05-21,48888.23,NetApp,DC-AU003
PO-2023-000672,2023-05-01,314912.45,Cisco Systems,DC-BR004
PO-2023-000673,2023-11-07,1760338.15,Cisco Systems,DC-AU003
PO-2023-000674,2023-03-26,153199.77,Dell Technologies,DC-AU001
PO-2023-000675,2023-12-01,575882.68,Dell Technologies,DC-IE001
PO-2023-000676,2023-06-25,25964.21,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-000677,2023-01-24,590672.4,Supermicro,DC-DE001
PO-2023-000678,2023-12-03,778428.23,Dell Technologies,DC-DE001
PO-2023-000679,2023-04-11,4511.87,Schneider Electric,DC-US001
PO-2023-000680,2023-09-20,172883.15,Dell Technologies,DC-DE001
PO-2023-000681,2023-10-09,920471.32,Super Micro Computer,DC-CA001
PO-2023-000682,2023-05-16,232682.15,Lenovo,DC-JP001
PO-2023-000683,2023-10-22,8641.22,NetApp,DC-DE001
PO-2023-000684,2023-08-01,173701.05,Dell Technologies,DC-AU004
PO-2023-000685,2023-05-21,171288.11,Lenovo,DC-CA001
PO-2023-000686,2023-11-01,111713.2,HP Enterprise,DC-US001
PO-2023-000687,2023-11-11,350079.45,Dell Technologies,DC-UK001
PO-2023-000688,2023-05-17,186190.83,Dell Technologies,DC-CA001
PO-2023-000689,2023-08-15,92546.39,Eaton Corporation,DC-US001
PO-2023-000690,2023-04-16,51392.28,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-000691,2023-10-23,506093.38,Dell Technologies,DC-IE001
PO-2023-000692,2023-09-17,14995.36,NetApp,DC-IE001
PO-2023-000693,2023-05-08,273624.57,Cisco Systems,DC-IE004
PO-2023-000694,2023-06-25,23548.13,Lenovo,DC-UK001
PO-2023-000695,2023-09-25,279444.91,Super Micro Computer,DC-DE001
PO-2023-000696,2023-11-09,447429.36,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-000697,2023-08-26,491549.97,Dell Technologies,DC-DE001
PO-2023-000698,2023-04-07,110397.12,Lenovo,DC-BR001
PO-2023-000699,2023-01-19,198480.91,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-000700,2023-10-10,168030.38,Super Micro Computer,DC-NL004
PO-2023-000701,2023-06-08,1333267.07,Dell Technologies,DC-NL002
PO-2023-000702,2023-12-13,663698.2,Dell Technologies,DC-DE001
PO-2023-000703,2023-01-25,75210.85,Lenovo,DC-NL001
PO-2023-000704,2023-09-20,7366.81,Cisco Systems,DC-US003
PO-2023-000705,2023-05-03,201741.33,Lenovo,DC-UK001
PO-2023-000706,2023-01-11,91494.23,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-000707,2023-12-10,103357.12,Super Micro Computer,DC-NL001
PO-2023-000708,2023-12-01,1485565.11,Lenovo,DC-SG002
PO-2023-000709,2023-11-18,56211.37,Cisco Systems,DC-SG002
PO-2023-000710,2023-07-27,124687.62,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-000711,2023-11-25,177703.12,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-000712,2023-07-05,144134.1,Dell Technologies,DC-US005
PO-2023-000713,2023-08-05,52127.57,Vertiv,DC-DE001
PO-2023-000714,2023-04-15,355930.77,Dell Technologies,DC-DE001
PO-2023-000715,2023-10-13,125643.21,Cisco Systems,DC-BR002
PO-2023-000716,2023-07-03,1290669.24,HPE (Hewlett Packard Enterprise),DC-UK002
PO-2023-000717,2023-11-05,283010.16,Lenovo,DC-IE001
PO-2023-000718,2023-10-18,138446.57,HPE (Hewlett Packard Enterprise),DC-US002
